Trajectories
100
,,S01:WRIST,,,S01:ELBOW,,,S01:SHLDR,,,S01:CHEST,,,S01:RHIP,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2214,0,-20.8199,-133.021,1451.66,40.2225,-70.6201,1226.56,270.575,-187.863,1292.38,155.429,-321.767,1234.34,264.136,-185.075,941.492
2215,0,-20.8758,-132.867,1450.59,40.3214,-71.4464,1225.34,270.667,-187.756,1292.31,155.43,-321.766,1234.34,264.163,-185.09,941.434
2216,0,-20.7657,-132.889,1449.43,40.5803,-71.4462,1224.27,270.762,-187.58,1292.29,155.43,-321.766,1234.34,264.24,-185.123,941.474
2217,0,-20.7017,-132.714,1448.34,40.6744,-71.3617,1223.24,270.83,-187.43,1292.22,155.441,-321.697,1234.37,264.248,-185.129,941.456
2218,0,-20.8183,-132.587,1447.21,40.8321,-71.4569,1222.09,270.867,-187.481,1291.95,155.543,-321.729,1234.36,264.324,-185.182,941.433
2219,0,-20.7188,-132.404,1446.14,41.0325,-71.5519,1221.03,270.933,-187.257,1291.96,155.537,-321.716,1234.33,264.362,-185.207,941.423
2220,0,-20.5874,-132.379,1445.01,41.1304,-71.4969,1219.96,270.972,-187.232,1291.73,155.54,-321.636,1234.32,264.35,-185.227,941.442
2221,0,-20.6349,-132.158,1444.03,41.2628,-71.5511,1218.86,270.993,-187.157,1291.58,155.54,-321.636,1234.32,264.398,-185.232,941.433
2222,0,-20.5383,-132.062,1442.93,41.4706,-71.6213,1217.93,271.088,-186.973,1291.54,155.642,-321.668,1234.31,264.457,-185.295,941.44
2223,0,-20.6354,-131.807,1441.93,41.4507,-71.607,1216.9,271.125,-186.964,1291.39,155.646,-321.587,1234.3,264.459,-185.293,941.442
2224,0,-20.6211,-131.823,1440.94,41.6668,-71.7715,1215.96,271.156,-186.863,1291.3,155.651,-321.506,1234.29,264.423,-185.352,941.448
2225,0,-20.5964,-131.718,1439.89,41.946,-71.7669,1214.96,271.237,-186.836,1291.2,155.752,-321.538,1234.28,264.51,-185.383,941.446
2226,0,-20.5302,-131.646,1438.91,41.949,-71.8505,1213.97,271.277,-186.7,1291.14,155.757,-321.457,1234.27,264.496,-185.421,941.447
2227,0,-20.5879,-131.59,1437.93,42.1206,-71.8876,1213.03,271.31,-186.644,1291.01,155.763,-321.469,1234.3,264.536,-185.437,941.442
2228,0,-20.6681,-131.385,1437.01,42.3151,-72.0056,1212.03,271.348,-186.596,1290.86,155.867,-321.5,1234.31,264.575,-185.487,941.419
2229,0,-20.5658,-131.409,1436.1,42.4039,-72.1572,1211.18,271.361,-186.573,1290.75,155.871,-321.419,1234.3,264.578,-185.488,941.433
2230,0,-20.5648,-131.294,1435.12,42.5502,-71.8992,1210.31,271.415,-186.576,1290.64,155.871,-321.419,1234.29,264.596,-185.557,941.442
2231,0,-20.5992,-131.176,1434.27,42.7056,-71.8849,1209.43,271.459,-186.517,1290.52,155.973,-321.351,1234.35,264.591,-185.559,941.441
2232,0,-20.6719,-131.065,1433.36,43.0286,-71.9631,1208.6,271.477,-186.444,1290.41,155.979,-321.363,1234.38,264.608,-185.571,941.458
2233,0,-20.6319,-131.175,1432.34,43.2754,-71.9361,1207.72,271.539,-186.398,1290.39,156.075,-321.383,1234.34,264.614,-185.617,941.43
2234,0,-20.7457,-131.064,1431.52,43.2757,-71.8458,1206.92,271.616,-186.245,1290.3,156.085,-321.314,1234.36,264.649,-185.658,941.441
2235,0,-20.7444,-131.178,1430.61,43.5233,-71.7593,1206.11,271.656,-186.228,1290.25,156.188,-321.346,1234.36,264.618,-185.694,941.434
2236,0,-20.8649,-131.218,1429.68,43.8866,-71.8907,1205.32,271.712,-186.12,1290.15,156.188,-321.345,1234.36,264.65,-185.702,941.447
2237,0,-20.8579,-131.245,1428.76,43.9795,-71.8183,1204.6,271.785,-186.125,1290.09,156.294,-321.296,1234.34,264.665,-185.734,941.465
2238,0,-21.0156,-131.239,1427.87,43.9895,-71.6115,1203.8,271.8,-186.066,1289.95,156.289,-321.278,1234.41,264.669,-185.738,941.463
2239,0,-21.0176,-131.253,1427.05,44.2787,-71.7239,1203.02,271.872,-186.061,1289.81,156.29,-321.277,1234.42,264.644,-185.823,941.454
2240,0,-21.1267,-131.19,1426.29,44.6254,-71.7859,1202.34,271.943,-185.974,1289.82,156.401,-321.247,1234.33,264.647,-185.829,941.467
2241,0,-21.0679,-131.333,1425.39,44.7869,-71.7409,1201.64,271.969,-185.933,1289.73,156.503,-321.279,1234.32,264.693,-185.835,941.446
2242,0,-21.2376,-131.283,1424.61,44.957,-71.698,1200.97,272.009,-185.932,1289.66,156.606,-321.31,1234.32,264.705,-185.887,941.464
2243,0,-21.285,-131.221,1423.88,45.0439,-71.6534,1200.34,272.112,-185.889,1289.63,156.61,-321.229,1234.31,264.702,-185.885,941.449
2244,0,-21.3929,-131.244,1423.12,45.3112,-71.6523,1199.72,272.154,-185.873,1289.55,156.617,-321.241,1234.34,264.753,-185.924,941.475
2245,0,-21.4601,-131.181,1422.42,45.4837,-71.8037,1199.04,272.251,-185.802,1289.57,156.712,-321.261,1234.3,264.744,-185.927,941.489
2246,0,-21.4298,-131.228,1421.67,45.7098,-71.8311,1198.41,272.311,-185.689,1289.51,156.719,-321.274,1234.33,264.775,-185.991,941.492
2247,0,-21.4974,-131.254,1420.96,45.7538,-71.7205,1197.83,272.397,-185.61,1289.49,156.826,-321.224,1234.32,264.822,-185.991,941.499
2248,0,-21.5767,-131.319,1420.21,45.8395,-71.6125,1197.22,272.456,-185.563,1289.44,156.826,-321.224,1234.32,264.848,-185.989,941.477
2249,0,-21.6617,-131.34,1419.58,46.1057,-71.8177,1196.57,272.52,-185.501,1289.46,156.93,-321.254,1234.32,264.876,-186.018,941.494
2250,0,-21.7839,-131.394,1418.93,46.323,-71.9355,1195.95,272.566,-185.501,1289.37,156.923,-321.242,1234.29,264.92,-186.011,941.465
2251,0,-21.6993,-131.541,1418.18,46.5188,-71.858,1195.43,272.655,-185.454,1289.35,157.028,-321.193,1234.27,264.917,-186.052,941.459
2252,0,-21.8006,-131.548,1417.5,46.5616,-71.7917,1194.87,272.704,-185.343,1289.32,157.13,-321.225,1234.27,264.967,-186.051,941.481
2253,0,-21.7581,-131.643,1416.82,46.7405,-71.9559,1194.26,272.805,-185.391,1289.27,157.136,-321.243,1234.2,264.984,-186.076,941.476
2254,0,-21.9993,-131.55,1416.22,46.9019,-72.0232,1193.65,272.857,-185.419,1289.21,157.239,-321.275,1234.2,265.047,-186.108,941.485
2255,0,-22.0798,-131.691,1415.57,47.2292,-72.13,1193.09,272.903,-185.413,1289.13,157.24,-321.275,1234.2,265.053,-186.115,941.497
2256,0,-21.953,-131.791,1414.88,47.5442,-72.0641,1192.54,273.012,-185.354,1289.05,157.24,-321.274,1234.2,265.136,-186.122,941.512
2257,0,-21.9867,-131.948,1414.07,47.6615,-72.1614,1191.91,273.052,-185.398,1288.97,157.336,-321.293,1234.17,265.14,-186.124,941.51
2258,0,-21.9619,-131.971,1413.35,47.8083,-72.0908,1191.34,273.132,-185.429,1288.84,157.335,-321.293,1234.16,265.187,-186.134,941.494
2259,0,-22.1027,-131.905,1412.71,48.1038,-72.1617,1190.68,273.174,-184.712,1288.85,157.442,-321.244,1234.15,265.261,-186.135,941.496
2260,0,-22.1732,-131.924,1411.98,48.3232,-72.2372,1190.05,273.23,-185.449,1288.74,157.546,-321.275,1234.15,265.288,-186.166,941.482
2261,0,-22.1712,-131.893,1411.27,48.5567,-72.4425,1189.44,273.338,-185.548,1288.6,157.547,-321.274,1234.15,265.322,-186.139,941.468
2262,0,-22.0763,-131.952,1410.47,48.6019,-72.3749,1188.79,273.373,-184.919,1288.7,157.649,-321.306,1234.14,265.362,-186.169,941.475
2263,0,-21.9694,-132.021,1409.67,48.7532,-72.3687,1188.07,273.468,-184.96,1288.58,157.653,-321.325,1234.07,265.448,-186.188,941.452
2264,0,-22.1437,-131.928,1408.95,49.1466,-72.5242,1187.36,273.562,-185.608,1288.37,157.651,-321.327,1234.07,265.496,-186.215,941.448
2265,0,-22.0371,-132,1408.16,49.4246,-72.523,1186.72,273.587,-185.685,1288.24,157.753,-321.364,1233.96,265.473,-186.182,941.427
2266,0,-21.9964,-131.991,1407.26,49.5577,-72.4173,1185.99,273.668,-185.653,1288.16,157.582,-321.542,1234.42,265.497,-186.222,941.424
2267,0,-21.9079,-132.038,1406.37,49.7703,-72.5285,1185.12,273.874,-185.107,1288.11,157.857,-321.394,1233.96,265.583,-186.25,941.446
2268,0,-22.1277,-131.953,1405.58,50.3377,-72.5237,1184.38,273.94,-185.1,1288.01,157.958,-321.427,1233.95,265.581,-186.216,941.449
2269,0,-22.0154,-132.002,1404.66,50.5821,-72.5065,1183.61,274.011,-185.131,1287.89,157.959,-321.426,1233.96,265.58,-186.247,941.434
2270,0,-22.0532,-132.207,1403.7,50.7921,-72.5593,1182.75,274.131,-185.181,1287.74,157.957,-321.332,1233.92,265.612,-186.21,941.445
2271,0,-22.0099,-132.284,1402.75,51.1241,-72.4756,1181.99,274.207,-185.179,1287.64,157.795,-321.538,1234.3,265.655,-186.214,941.429
2272,0,-22.1044,-132.279,1401.8,51.6066,-72.6003,1181.17,274.294,-185.686,1287.5,157.881,-321.552,1234.28,265.693,-186.234,941.445
2273,0,-22.0795,-132.444,1400.81,51.8434,-72.5703,1180.35,274.415,-185.287,1287.46,157.851,-321.434,1234.24,265.729,-186.224,941.438
2274,0,-22.123,-132.546,1399.79,52.2098,-72.2972,1179.55,274.52,-185.275,1287.35,157.962,-321.476,1234.15,265.763,-186.247,941.394
2275,0,-22.3147,-132.471,1398.81,52.6664,-72.4799,1178.69,274.612,-185.329,1287.23,157.947,-321.464,1234.03,265.774,-186.245,941.411
2276,0,-22.274,-132.619,1397.87,52.9782,-72.5083,1177.87,274.658,-185.405,1287.08,157.951,-321.462,1234.03,265.78,-186.251,941.383
2277,0,-22.3126,-132.595,1396.81,53.1631,-72.2369,1177.01,274.723,-185.376,1286.95,157.992,-321.483,1233.93,265.778,-186.251,941.396
2278,0,-22.2969,-132.623,1395.77,53.5318,-72.4446,1176.16,274.774,-185.449,1286.81,157.985,-321.467,1233.91,265.838,-186.257,941.382
2279,0,-22.3842,-132.396,1394.89,53.9189,-72.4558,1175.34,274.855,-185.445,1286.71,158.033,-321.373,1233.87,265.812,-186.293,941.392
2280,0,-22.3685,-132.262,1393.85,54.1262,-72.4302,1174.35,274.948,-185.415,1286.66,158.072,-321.359,1233.83,265.84,-186.308,941.406
2281,0,-22.4225,-132.115,1392.85,54.5084,-72.5763,1173.52,274.999,-185.318,1286.6,158.076,-321.246,1233.76,265.904,-186.325,941.368
2282,0,-22.3587,-132.016,1391.74,55.0065,-72.5935,1172.65,275.073,-185.345,1286.49,158.129,-321.236,1233.72,265.905,-186.363,941.378
2283,0,-22.4332,-131.676,1390.74,55.2923,-72.6613,1171.62,275.095,-185.298,1286.42,158.192,-321.147,1233.67,265.911,-186.364,941.379
2284,0,-22.4835,-131.509,1389.62,55.6532,-72.6708,1170.75,275.149,-185.337,1286.33,158.197,-321.161,1233.58,265.961,-186.38,941.378
2285,0,-22.4769,-131.528,1388.42,56.0738,-72.6242,1169.67,275.216,-185.339,1286.2,158.202,-321.132,1233.54,265.96,-186.418,941.385
2286,0,-22.5932,-131.28,1387.28,56.4107,-72.5784,1168.58,275.312,-185.281,1286.06,158.293,-321.066,1233.51,266.03,-186.378,941.377
2287,0,-22.626,-131.283,1386.02,56.8744,-72.4566,1167.56,275.365,-185.314,1285.91,158.303,-320.973,1233.48,266.022,-186.426,941.371
2288,0,-22.6944,-131.146,1384.8,57.5023,-72.5962,1166.46,275.405,-185.275,1285.78,158.415,-321.039,1233.43,266.03,-186.43,941.378
2289,0,-22.7502,-130.999,1383.51,57.7481,-72.3865,1165.39,275.45,-185.266,1285.61,158.536,-321.007,1233.32,266.004,-186.45,941.374
2290,0,-22.797,-130.874,1382.21,58.3885,-72.4876,1164.27,275.542,-185.279,1285.42,158.444,-320.949,1233.38,266.016,-186.529,941.335
2291,0,-22.8648,-130.755,1380.9,58.8369,-72.4278,1163.1,275.656,-185.246,1285.33,158.527,-320.879,1233.32,266.1,-186.521,941.371
2292,0,-22.8736,-130.571,1379.58,59.2872,-72.5345,1161.99,275.677,-185.362,1285.02,158.602,-320.933,1233.27,266.087,-186.572,941.35
2293,0,-22.9449,-130.53,1378.21,59.9092,-72.4213,1160.73,275.747,-185.448,1284.71,158.665,-320.853,1233.22,266.073,-186.612,941.344
2294,0,-23.0093,-130.349,1376.78,60.3183,-72.3533,1159.56,275.782,-185.471,1284.42,158.679,-320.856,1233.19,266.181,-186.622,941.334
2295,0,-23.1765,-130.079,1375.41,60.8721,-72.474,1158.32,275.928,-185.464,1284.12,158.784,-320.849,1233.07,266.159,-186.684,941.301
2296,0,-23.1388,-129.991,1374,61.1658,-72.3806,1157.16,275.895,-185.89,1283.54,158.835,-320.766,1233.02,266.203,-186.629,941.306
2297,0,-23.1888,-129.803,1372.52,61.7222,-72.5607,1155.89,276.003,-185.807,1283.34,158.924,-320.777,1232.98,266.229,-186.69,941.302
2298,0,-23.3478,-129.452,1371.14,62.3427,-72.5994,1154.73,276.075,-185.763,1283.12,158.921,-320.707,1232.89,266.215,-186.727,941.297
2299,0,-23.3926,-129.436,1369.67,62.7181,-72.6151,1153.48,276.276,-185.403,1283.28,159.007,-320.673,1232.91,266.311,-186.753,941.302
2300,0,-23.4606,-129.186,1368.19,63.4878,-72.6424,1152.21,276.35,-185.355,1283.14,159.017,-320.581,1232.88,266.25,-186.805,941.301
2301,0,-23.6746,-128.942,1366.7,63.7959,-72.8334,1151,276.374,-185.682,1282.62,159.088,-320.606,1232.87,266.384,-186.846,941.307
2302,0,-23.5425,-128.815,1365.05,64.5581,-72.8761,1149.63,276.523,-185.374,1282.69,159.131,-320.54,1232.86,266.427,-186.933,941.308
2303,0,-23.6273,-128.614,1363.55,65.0526,-72.7782,1148.35,276.644,-185.373,1282.43,159.187,-320.461,1232.81,266.415,-186.921,941.305
2304,0,-23.6223,-128.522,1361.88,65.7665,-72.945,1146.89,276.695,-185.471,1282.15,159.276,-320.395,1232.78,266.469,-186.967,941.293
2305,0,-23.7908,-128.205,1360.29,66.2708,-72.7991,1145.42,276.767,-185.434,1281.87,159.339,-320.314,1232.73,266.559,-186.999,941.29
2306,0,-23.7132,-128.163,1358.67,67.0513,-73.0557,1143.96,276.844,-185.243,1281.71,158.684,-320.034,1232.56,266.544,-187.052,941.27
2307,0,-23.7871,-128.041,1357,67.5629,-72.9699,1142.48,276.918,-185.302,1281.32,159.339,-320.064,1232.61,266.543,-187.052,941.271
2308,0,-23.8417,-127.845,1355.42,68.326,-73.1843,1141,276.999,-185.18,1281.1,159.391,-319.927,1232.52,266.576,-187.12,941.271
2309,0,-23.7695,-127.715,1353.69,68.8588,-73.1451,1139.63,277.045,-185.066,1280.87,159.5,-319.803,1232.51,266.593,-187.137,941.288
2310,0,-23.8967,-127.397,1352.09,69.5837,-73.2956,1138.18,277.186,-185.048,1280.66,159.457,-319.694,1232.46,266.672,-187.205,941.286
2311,0,-23.8417,-127.338,1350.31,70.1353,-73.2883,1136.75,277.218,-184.953,1280.46,159.526,-319.633,1232.46,266.672,-187.229,941.298
2312,0,-23.8982,-127.053,1348.62,70.8773,-73.3859,1135.31,277.236,-184.872,1280.29,159.595,-319.473,1232.41,266.721,-187.293,941.291
2313,0,-23.966,-126.838,1346.89,71.5612,-73.3949,1133.8,277.404,-184.793,1280.07,159.674,-319.321,1232.39,266.744,-187.318,941.262
2314,0,-23.9705,-126.502,1345.14,72.2195,-73.6466,1132.27,277.397,-184.752,1279.8,159.692,-319.154,1232.36,266.828,-187.355,941.273
2315,0,-23.953,-126.289,1343.39,72.8414,-73.6522,1130.86,277.499,-184.658,1279.53,159.755,-319.099,1232.26,266.843,-187.389,941.232
2316,0,-23.9556,-126.044,1341.78,73.6052,-73.7696,1129.39,277.508,-184.524,1279.33,159.86,-318.955,1232.2,266.892,-187.395,941.231
2317,0,-23.8156,-125.934,1340,74.3264,-73.9283,1127.95,277.551,-184.426,1279.12,159.868,-318.791,1232.17,266.892,-187.446,941.23
2318,0,-23.7179,-125.681,1338.34,74.9905,-73.9998,1126.49,277.694,-184.362,1278.88,159.946,-318.734,1232.16,266.938,-187.449,941.23
2319,0,-23.5111,-125.685,1336.66,75.6721,-74.1006,1125.06,277.72,-184.238,1278.64,159.994,-318.693,1232.11,266.95,-187.46,941.254
2320,0,-23.5746,-125.316,1334.97,76.4346,-74.232,1123.59,277.792,-184.109,1278.44,160.032,-318.592,1232.04,266.949,-187.48,941.251
2321,0,-23.1984,-125.25,1333.23,77.2266,-74.3506,1122.09,277.834,-183.98,1278.23,160.034,-318.51,1232.05,266.928,-187.484,941.199
2322,0,-22.7958,-125.058,1331.55,78.022,-74.4369,1120.56,277.897,-183.829,1277.96,160.032,-318.424,1232.01,267.002,-187.558,941.215
2323,0,-22.555,-124.904,1329.88,78.9073,-74.6387,1119.03,278.049,-183.753,1277.68,160.027,-318.248,1231.96,266.991,-187.551,941.205
2324,0,-22.1317,-124.671,1328.15,79.5161,-74.5209,1117.51,278.213,-183.547,1277.39,160.039,-318.158,1231.93,266.992,-187.546,941.225
2325,0,-21.9839,-124.427,1326.61,80.5524,-74.7493,1115.98,278.304,-183.414,1277.09,160.128,-318.001,1231.89,266.957,-187.576,941.184
2326,0,-21.5505,-124.259,1324.86,81.2399,-74.8041,1114.49,278.397,-183.208,1276.87,160.129,-317.875,1231.83,266.946,-187.571,941.188
2327,0,-21.051,-124.187,1323.12,82.0551,-74.915,1112.94,278.518,-182.932,1276.62,160.144,-317.708,1231.8,266.919,-187.566,941.188
2328,0,-20.9114,-123.978,1321.41,83.1046,-75.0569,1111.4,278.641,-182.743,1276.27,160.154,-317.511,1231.82,266.887,-187.552,941.189
2329,0,-20.3747,-124.013,1319.59,83.9004,-75.1872,1109.8,278.767,-182.41,1275.92,160.183,-317.384,1231.74,266.879,-187.57,941.172
2330,0,-20.0747,-123.977,1317.83,84.8928,-75.3264,1108.19,278.878,-182.199,1275.57,160.187,-317.212,1231.72,266.859,-187.56,941.177
2331,0,-19.7468,-124.038,1315.94,85.7883,-75.4294,1106.53,278.993,-181.943,1275.33,160.226,-317.048,1231.66,266.799,-187.534,941.151
2332,0,-19.2325,-124.07,1314.07,86.8546,-75.4773,1104.93,279.117,-181.695,1275.01,160.317,-316.834,1231.56,266.79,-187.516,941.148
2333,0,-19.1061,-124.172,1312.24,87.8085,-75.718,1103.25,279.249,-181.627,1275.27,160.348,-316.669,1231.5,266.77,-187.506,941.155
2334,0,-18.6674,-124.349,1310.48,88.7762,-75.866,1101.64,279.583,-180.862,1275.44,160.365,-316.423,1231.47,266.803,-187.472,941.146
2335,0,-18.438,-124.406,1308.71,89.6855,-75.977,1100.11,279.415,-181.44,1274.76,160.405,-316.284,1231.38,266.778,-187.411,941.135
2336,0,-18.1817,-124.674,1306.88,90.6507,-76.2401,1098.63,279.514,-181.317,1274.49,160.47,-316.128,1231.32,266.838,-187.384,941.124
2337,0,-17.6591,-124.771,1305.23,91.402,-76.2905,1097.06,279.642,-181.265,1274.23,160.469,-316.016,1231.24,266.863,-187.405,941.109
2338,0,-17.5159,-124.951,1303.49,92.4549,-76.5988,1095.68,279.685,-181.226,1273.95,160.506,-315.941,1231.22,266.9,-187.412,941.088
2339,0,-17.4806,-124.947,1301.87,93.2501,-76.6236,1094.23,279.754,-181.083,1273.78,160.513,-315.871,1231.13,266.919,-187.427,941.087
2340,0,-17.0069,-125.17,1300.1,94.3128,-76.9088,1092.81,279.81,-181.083,1273.51,160.503,-315.77,1231.08,266.942,-187.423,941.103
2341,0,-16.9103,-125.217,1298.49,95.1196,-77.062,1091.35,279.898,-180.983,1273.29,160.514,-315.692,1231.08,266.975,-187.44,941.064
2342,0,-16.4051,-125.477,1296.75,96.1144,-77.1657,1090.02,279.918,-180.897,1273.06,160.55,-315.532,1231.02,266.961,-187.406,941.087
2343,0,-16.2064,-125.511,1295.14,97.1424,-77.3787,1088.62,280.009,-180.771,1272.91,160.591,-315.449,1230.99,266.981,-187.386,941.076
2344,0,-15.7896,-125.76,1293.36,97.9971,-77.3335,1087.34,280.078,-180.645,1272.74,160.557,-315.358,1230.97,266.98,-187.342,941.084
2345,0,-15.357,-125.985,1291.68,99.09,-77.477,1085.95,280.081,-180.585,1272.57,160.564,-315.172,1230.89,266.995,-187.325,941.087
2346,0,-15.1979,-126.24,1290.01,100.049,-77.5453,1084.7,280.107,-180.413,1272.45,160.573,-315.109,1230.82,267.046,-187.314,941.068
2347,0,-14.9807,-126.551,1288.39,101.195,-77.5329,1083.39,280.186,-180.31,1272.28,160.58,-314.948,1230.79,267.086,-187.306,941.035
2348,0,-14.5158,-126.861,1286.65,102.052,-77.5342,1082.1,280.171,-180.222,1272.13,160.588,-314.8,1230.69,267.125,-187.306,941.037
2349,0,-14.2933,-126.996,1285.03,103.369,-77.5327,1080.92,280.191,-180.1,1271.88,160.662,-314.726,1230.67,267.121,-187.311,941.051
2350,0,-13.9629,-127.095,1283.32,104.206,-77.4952,1079.7,280.234,-179.988,1271.69,160.597,-314.527,1230.6,267.16,-187.283,941.018
2351,0,-13.7895,-127.107,1281.72,105.466,-77.5031,1078.5,280.217,-179.971,1271.57,160.64,-314.468,1230.5,267.192,-187.269,941.018
2352,0,-13.407,-127.249,1279.91,106.546,-77.3869,1077.32,280.244,-179.962,1271.37,160.507,-314.281,1230.4,267.192,-187.269,941.019
2353,0,-13.039,-127.295,1278.2,107.645,-77.328,1076.12,280.247,-179.762,1271.32,160.502,-314.095,1230.42,267.197,-187.269,941.02
2354,0,-12.796,-127.222,1276.42,108.886,-77.1908,1074.92,280.291,-179.669,1271.19,160.445,-313.965,1230.35,267.169,-187.199,941.047
2355,0,-12.525,-127.328,1274.58,110.028,-77.1528,1073.68,280.32,-179.724,1271.11,160.444,-313.876,1230.32,267.197,-187.176,941.036
2356,0,-12.0704,-127.331,1272.72,111.479,-77.2806,1072.41,280.302,-179.614,1271.02,160.427,-313.714,1230.23,267.204,-187.177,941.035
2357,0,-11.7789,-127.442,1270.77,112.586,-77.1788,1071.12,280.384,-179.57,1270.87,160.416,-313.589,1230.22,267.131,-187.109,941.05
2358,0,-11.4359,-127.488,1268.84,114.015,-77.1698,1069.79,280.422,-179.543,1270.73,160.416,-313.504,1230.19,267.114,-187.111,941.019
2359,0,-11.4072,-127.525,1266.82,115.282,-77.0724,1068.5,280.484,-179.507,1270.58,160.424,-313.384,1230.14,267.059,-187.09,941.018
2360,0,-11.1826,-127.617,1264.75,116.65,-76.9474,1067.21,280.55,-179.444,1270.44,160.367,-313.191,1230.09,267.049,-187.057,941.008
2361,0,-11.0466,-127.677,1262.76,118.068,-77.0371,1065.96,280.6,-179.431,1270.33,160.399,-313.091,1230.01,267.004,-187.025,941.027
2362,0,-10.6459,-127.775,1260.71,119.351,-76.8513,1064.73,280.733,-179.26,1270.21,160.373,-312.926,1229.92,266.966,-187.002,941.014
2363,0,-10.2649,-127.931,1258.8,120.817,-77.0653,1063.5,280.796,-179.275,1269.96,160.399,-312.839,1229.87,266.976,-186.998,941.002
2364,0,-10.0996,-128.013,1256.76,122.102,-77.1623,1062.27,280.865,-179.261,1269.84,160.401,-312.746,1229.84,266.964,-186.996,941.015
2365,0,-9.65324,-128.186,1254.78,123.38,-77.1134,1061,280.987,-179.169,1269.61,160.411,-312.568,1229.79,266.886,-186.994,940.999
2366,0,-9.56803,-128.194,1252.85,124.808,-77.3966,1059.68,281.054,-179.158,1269.49,160.407,-312.475,1229.76,266.834,-186.952,940.989
2367,0,-9.16412,-128.454,1250.85,126.036,-77.474,1058.43,281.169,-179.134,1269.28,160.441,-312.392,1229.7,266.824,-186.949,940.99
2368,0,-9.07165,-128.46,1248.94,127.36,-77.6419,1057.07,281.238,-179.015,1269.11,160.394,-312.2,1229.69,266.804,-186.931,940.976
2369,0,-8.84672,-128.523,1246.93,128.642,-77.8759,1055.79,281.274,-178.979,1268.94,160.42,-312.132,1229.59,266.764,-186.964,940.958
2370,0,-8.25464,-128.663,1245,129.82,-78.0275,1054.5,281.374,-178.981,1268.71,160.47,-311.964,1229.57,266.731,-186.925,940.961
2371,0,-8.01696,-128.916,1243.08,131.259,-78.2881,1053.17,281.453,-178.923,1268.5,160.42,-311.775,1229.54,266.765,-186.966,940.955
2372,0,-7.3373,-129.07,1241.2,132.418,-78.562,1051.88,281.335,-179.986,1267.89,160.516,-311.649,1229.51,266.716,-186.979,940.955
2373,0,-7.34359,-129.12,1239.27,133.788,-78.7388,1050.55,281.45,-179.982,1267.62,160.47,-311.49,1229.44,266.671,-186.97,940.943
2374,0,-6.77393,-129.327,1237.41,135.11,-78.9834,1049.22,281.506,-179.87,1267.41,160.436,-311.38,1229.39,266.639,-186.961,940.945
2375,0,-6.73134,-129.572,1235.55,136.321,-79.2544,1047.99,281.571,-179.686,1267.13,160.445,-311.178,1229.42,266.619,-187,940.93
2376,0,-6.52179,-129.779,1233.58,137.729,-79.3923,1046.75,281.81,-179.352,1267.05,160.45,-311.036,1229.4,266.586,-187.017,940.887
2377,0,-6.00956,-130.033,1231.73,138.941,-79.5063,1045.57,281.916,-179.294,1266.85,160.455,-310.855,1229.32,266.601,-187.035,940.888
2378,0,-6.06576,-130.177,1229.9,140.19,-79.7117,1044.45,281.969,-179.249,1266.58,160.465,-310.699,1229.32,266.569,-187.076,940.879
2379,0,-5.18528,-130.399,1228.14,141.441,-79.7695,1043.27,281.94,-179.278,1266.32,160.405,-310.612,1229.23,266.623,-187.111,940.887
2380,0,-4.80404,-130.511,1226.39,142.744,-79.8378,1042.24,281.961,-179.3,1266.03,160.415,-310.453,1229.23,266.615,-187.181,940.844
2381,0,-4.33074,-130.665,1224.47,144.095,-80.0199,1041.14,281.976,-179.327,1265.74,160.359,-310.287,1229.14,266.57,-187.191,940.873
2382,0,-3.72736,-130.813,1222.87,145.335,-80.0532,1040.1,282.046,-179.317,1265.47,160.357,-310.193,1229.08,266.586,-187.244,940.855
2383,0,-3.70474,-130.85,1221.07,146.791,-80.358,1039.06,281.981,-179.227,1265.22,160.363,-310.104,1229.06,266.502,-187.254,940.867
2384,0,-3.0947,-130.988,1219.39,147.98,-80.2854,1038.01,281.973,-179.156,1264.95,160.298,-309.974,1228.99,266.484,-187.306,940.848
2385,0,-3.18816,-130.956,1217.68,149.324,-80.4116,1036.97,282.014,-179.127,1264.71,160.302,-309.815,1228.96,266.428,-187.341,940.844
2386,0,-1.89636,-130.97,1216.05,150.514,-80.3563,1035.98,282.056,-179.044,1264.45,160.278,-309.694,1228.92,266.427,-187.378,940.839
2387,0,-1.97592,-130.928,1214.46,151.937,-80.5293,1035.02,282.16,-178.996,1264.27,160.278,-309.606,1228.9,266.376,-187.4,940.82
2388,0,-1.35651,-131.002,1212.84,153.178,-80.4775,1034.03,282.282,-178.935,1264.05,160.317,-309.314,1228.91,266.339,-187.428,940.818
2389,0,-1.09147,-131.033,1211.25,154.576,-80.6438,1033.12,282.453,-178.871,1263.82,160.221,-309.134,1228.84,266.271,-187.466,940.826
2390,0,-0.147804,-131.122,1209.72,155.821,-80.528,1032.16,282.562,-178.774,1263.62,160.236,-308.891,1228.84,266.255,-187.511,940.824
2391,0,0.297093,-131.218,1208.12,157.232,-80.6225,1031.29,282.744,-178.723,1263.4,160.269,-308.731,1228.79,266.217,-187.514,940.819
